,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
22,npuvee4nvr0Pw7iNQxUzGg,Subway,5135 SE Foster Rd,Portland,OR,97206,45.4961907591,-122.6093193826,2.5,21,1,"{'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'NoiseLevel': ""u'very_loud'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'None'}","Sandwiches, Restaurants, Fast Food","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
23,TWSKusZBIoojEGtnTrjJMg,BBQ Chicken,"4151 Hazelbridge Way, Unit 1780, H Mart",Richmond,BC,V6X 4J7,49.1841117,-123.1335429,3.5,10,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Chicken Wings, Korean, Restaurants, Fast Food, Chicken Shop",
24,iI8lJaXCfk4WHmoixxnn9w,Wendy's,6195 Glick Rd.,Shawnee Hills,OH,43065,40.1539895963,-83.1319715668,2.0,12,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Irish, Burgers, Fast Food, Sandwiches, Hot Dogs, Restaurants","{'Monday': '6:30-0:0', 'Tuesday': '6:30-0:0', 'Wednesday': '6:30-0:0', 'Thursday': '6:30-0:0', 'Friday': '6:30-0:0', 'Saturday': '6:30-0:0', 'Sunday': '6:30-0:0'}"
25,CaSWqia1eKstpWFuQqq9pQ,Subway,"2501 W Parmer Ln, Ste 700",Austin,TX,78727,30.418245365,-97.7021671454,3.5,8,0,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'""}","Sandwiches, Restaurants, Fast Food",
26,gSyJ9C6qWbywwatZ0ZByxA,Jersey Mike's Subs,479 Washington St,Quincy,MA,02169,42.247822,-70.981876,4.0,25,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Delis, Fast Food, Sandwiches, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
27,v-OEtDOpGWvleZ3U0VoqBw,McDonald's,413 Main St,Reading,MA,01867,42.5205662875,-71.1028725654,1.5,18,1,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'True'}","Coffee & Tea, Burgers, Restaurants, Fast Food, Food","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
28,jXqzsbHIPonxSNdkvZvyEA,McDonald's,19525 SW Tualatin Valley Hwy,Aloha,OR,97006,45.4954158529,-122.8784509702,1.5,51,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Coffee & Tea, Fast Food, Burgers, Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
29,5oK7ydxjDS1j3qaHp977Jg,McDonald's,12930 96th Avenue,Surrey,BC,V3V 6A8,49.1769263313,-122.8645950093,1.5,11,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'free'""}","Burgers, Food, Coffee & Tea, Fast Food, Restaurants","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}"
30,_L8Kiw3hzUioqLONWUnAGQ,Firehouse Subs,2217 E Colonial Dr,Orlando,FL,32803,28.5533786,-81.3532467,3.0,30,0,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'True'}","Fast Food, Restaurants, Sandwiches, Delis","{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-19:0', 'Saturday': '10:30-19:0', 'Sunday': '10:30-19:0'}"
31,BAXsTp9Z65ULp7LSffUNQg,Chicken Now,8200 Vineland Ave,Orlando,FL,32821,28.387324,-81.492445,1.5,7,1,"{'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Chicken Wings, Fast Food, Restaurants",
32,mWTKc-XP2nYRKPLpI3ePvw,Taco Bell,2300 Deer Creek Commerce,Davenport,FL,33837,28.2209765325,-81.6424073756,3.5,7,1,"{'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Restaurants, Breakfast & Brunch, Tacos, Fast Food, Mexican, Tex-Mex","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-1:0'}"
33,8DS1CfJzG5R2YXvsfh1nVw,Bojangles' Famous Chicken 'n Biscuits,5884 Buford Hwy,Doraville,GA,30340,33.9114132,-84.2651238404,2.0,33,1,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'True', 'OutdoorSeating': 'None', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True'}","Fast Food, Salad, Restaurants, Chicken Wings, Sandwiches","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '6:0-22:0'}"
34,uCZPWQ2OYNLvmMm23cUx1Q,Fatburger,1067 Davie Street,Vancouver,BC,V6E 1M4,49.28017346,-123.1305706501,3.5,32,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Fast Food, American (Traditional), Burgers, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
35,741SMgw6IZUEuQOCqzcSfg,Ebi-Ten,388 Robson Street,Vancouver,BC,V6B 2B2,49.2792594,-123.116875,3.5,131,1,"{'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True'}","Fast Food, Japanese, Restaurants, Breakfast & Brunch","{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '11:0-20:0'}"
36,udrEp86-LusAEX_od06rog,Wendy's,4115 S. Congress,Austin,TX,78745,30.2217382,-97.7641448,2.0,46,1,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Burgers, Fast Food, Restaurants","{'Monday': '10:0-4:0', 'Tuesday': '10:0-4:0', 'Wednesday': '10:0-4:0', 'Thursday': '10:0-4:0', 'Friday': '10:0-4:0', 'Saturday': '10:0-4:0', 'Sunday': '10:0-4:0'}"
37,qBiaLGWf13TdqEV0ms56Jg,Subway,1435 Highlands Ridge Rd,Smyrna,GA,30082,33.840145975,-84.5189637521,2.5,11,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Sandwiches, Fast Food, Restaurants","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-20:0'}"
38,TrozuhumDbc4yY2kib3VcQ,Subway,1266 Boylston St,Boston,MA,02215,42.3452174,-71.0953225,2.0,15,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'""}","Restaurants, Sandwiches, Fast Food",
39,1nm7c1BbWTLb7k1Qb0VhIw,Cluck-U Chicken,2620 N High St,Columbus,OH,43210,40.0157671,-83.011428,3.0,15,0,"{'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Chicken Wings, Fast Food","{'Monday': '16:0-4:0', 'Tuesday': '16:0-4:0', 'Wednesday': '16:0-4:0', 'Thursday': '16:0-4:0', 'Friday': '16:0-4:0', 'Saturday': '12:0-4:0', 'Sunday': '12:0-3:0'}"
40,XzP4RHfwZxzk3jElqxxkVw,Cucina Manila,800 Carnarvon Street,New Westminster,BC,V3M 0G3,49.2010653,-122.9125801,2.5,6,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsTableService': 'False'}","Restaurants, Fast Food",
41,itIK1BxWCEdlIF7D9HpS8Q,Taco Bell,620 Georgesville Rd,Columbus,OH,43228,39.9399921751,-83.1117271632,4.0,5,1,"{'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Breakfast & Brunch, Fast Food, Mexican, Tacos","{'Monday': '7:0-2:30', 'Tuesday': '7:0-2:30', 'Wednesday': '7:0-2:30', 'Thursday': '7:0-2:30', 'Friday': '7:0-4:0', 'Saturday': '7:0-4:0', 'Sunday': '7:0-2:30'}"
42,8XLNTHnXfnPsCz3s6K1HCQ,Smak Healthy Fast Food,1139 W Pender Street,Vancouver,BC,V6E 2P4,49.28799,-123.1214006,3.5,122,1,"{'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True'}","Gluten-Free, Fast Food, Restaurants","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '7:30-20:0', 'Sunday': '7:30-20:0'}"
43,_J7S7ftSJh4gaYfLOAEVgA,Quiznos,"710 Peachtree St NE Ste 116, Ste 116",Atlanta,GA,30308,33.7741531407,-84.3849715127,3.0,18,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'""}","Fast Food, Sandwiches, Restaurants, Delis","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:0'}"
44,v2UbU77zn-9Eu_pgo7TXNg,Docking Bay 7 Food and Cargo,351 S Studio Dr,Lake Buena Vista,FL,32830,28.3540821,-81.5615656,4.0,75,1,"{'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': None}"", 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': True, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'""}","American (New), Fast Food, American (Traditional), Restaurants","{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-19:0', 'Saturday': '10:30-19:0', 'Sunday': '10:30-19:0'}"
45,9OOUKrHlRtx9q5XQOuPMHg,Dairy Queen Grill & Chill,803 E Semoran Blvd,Apopka,FL,32703,28.6735068,-81.4947256,2.5,25,1,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'NoiseLevel': ""u'average'""}","Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:0-22:0'}"
46,UNp3OtqIMkT8smZarj365g,Subway,1321 S Washington Ave,Titusville,FL,32780,28.59991,-80.807222,3.0,7,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Sandwiches, Restaurants, Fast Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
47,DiXIyZ_KYcSWPmcaJzKAuA,KFC,2815 London Groveport Rd,Grove City,OH,43123,39.839188,-83.0808237568,1.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'DriveThru': 'True'}","Chicken Shop, Chicken Wings, Restaurants, Fast Food","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '11:0-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
48,uquyiSrVAKTbMDIdocKUgA,Subway,7413 E Colonial Dr,Orlando,FL,32807,28.5687682,-81.2870456,4.0,6,1,"{'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Sandwiches","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
