,review_id,user_id,business_id,stars,useful,funny,cool,text,date
1752,kFwpzdeCJZN_HPF7wHDX-g,OHpCI2u2hpm1U0pIee_XGg,8XLNTHnXfnPsCz3s6K1HCQ,5.0,0,0,0,Highly recommend the avo breakfast sandwich. TONS of great food here if your looking for tasty healthy food that's quick.,2018-09-21 15:39:06
1753,gyHBsQajWMhT--UP0BUbDg,WsrrIecP8WwgjLX05NFfNg,B4Y_wHDK7I84ZNs7Xuu8Uw,5.0,0,0,0,"The so-called ""aficionado"" above didn't try the baby-back ribs. This place puts their soul into the baby back ribs, and it shows. Hands down the best B.B. ribs on this side of town. Do not go to Woody's for anything else (maybe the sweet tea...).",2009-10-02 20:01:04
1754,SsxRgTU2mor1n4eQ_nkg4A,xq75O1sn6iwPZpPbkJZ-5g,Hhc8Ix8sygBjqFbiO1c1TQ,1.0,0,0,0,"This is the most inefficient chipotle store ive ever been. Very slow service. Thecashier is so slow! Very slow and the employees are extremely slow. 

Okay another review to this place, oh my god the service here is extremely slow! I reminisced my life from infancy to adulthood and badically figured out the action steps i have to do in making my life better and still the staff here is super slow. I have to really reevaluate my life",2018-10-29 20:46:43
1755,Py8X1nj0RB44d_gNZ0wiiA,yW4vHIoeylFZyrJP1Ep1Bw,5oK7ydxjDS1j3qaHp977Jg,3.0,2,0,2,"New to this location obviously (we're from Arizona); a Saturday night; trashed out lobby (but actively getting cleaned), puke near the drive thru, but they got this tap technology to pay, plus an electronic ordering machine and Canadian Mc Chickens. Soooo...the ends definitely justify the means!",2018-10-07 03:53:37
1756,RwE8vmFXSnLTeEvPadFvSQ,D3D1QSxz2JHSu7wHJTlRkw,UU1VB0-TdLLQzR0_DGLQ1g,3.0,0,0,0,"I went here because I had a one entree free coupon so I got the most expensive thing on the menu, the shredded pork burrito. It was good for being free. I was not too impressed with the flavorless white rice, but the pork was pretty good.

The staff behind the counter were rockin' it. I felt like my heart rate was going up just watching them. I couldn't get my money out of my wallet fast enough for them. The seating situation was a little cramped too. I'm a small gal and I found it hard to maneuver the seating arrangement. I don't know how the large- ass- ed folk do it!

I could see going here and growing a large ass if I worked nearby. You know, for the convenience.",2009-04-24 21:15:02
1757,hWLTPSsBHPL3QJm9EDW75w,dOsTsm2EgCmLZh3AAeA8fQ,tJn6TiHqJyVntY9d0MBpJQ,2.0,0,0,0,Customer Service meh 10 min wait for a pretzel dog because they don't keep up with demand of some products. I wasn't going to wait because I had work soon and they just made my day worse due to not keeping up with demand. Because most companies are zoom zoom fast as soon as there is two or less of one item they have already made enough and almost fully ready before it happens. I work seasonal in retail and have to pull items out of the back to make sure that we have the selves full or near full so customers can buy to there hearts content. I know it's food though at least realize before you sell your last 2 or 3 make more and have them cooking before that happens because it does annoy customers that are in a hurry.,2017-11-28 05:35:13
1758,GcoGHuPtPG1Y6OHt-fuYjg,EpmktUrJCwZ1ua7s1UEQng,9cllQ9xtYdR9shzOGPKsKg,1.0,0,1,0,Food is average at best. Go to chik fil a or Culvers. Don't waste your time on this place. Fried are boring. Yay a huge bag of tasteless fries. Give me a burger that's delicious and you won't have to provide 3 lbs of fries for each customer. I often wonder how many lbs of fries get thrown away here each day. Crazy.,2015-10-04 13:09:06
1759,qyjcp7Pphl6VgRVQDVYBxw,kTnqh6o9zPeiks3JVv-DyQ,yfU-tGTDMdF6nKISzb25-g,5.0,3,0,1,This was the best Steak and Shake I have ever been to.  We were seated almost immediately and our waitress had a great personality and stayed very attentive to our table.  We received our orders correctly and very quickly.  Wish every visit is as great as this one was.  Will give this location another try.,2017-03-15 00:24:57
1760,S3fHIQtYU2iOR7iba_IgCg,kh7SfT1W-o_xls-0_zqs9g,JS27cd6iOZ0Bmtg9VBIIhw,4.0,2,2,1,"I'm posting as a person who normally isn't into fried foods. I started out getting a snack of curry (vegetarian) & rice. It was only $2 so I figure it was worth a try on a cold day. It was pretty good, reminded me of golden curry, and not a bad way to fill up quickly if you're short on time. There will be slightly less curry in the $2 cup than if you order the $4.50 bowl, I am told. I suggested possibly offering some more veggies to the menu for those vegetarians & health food freaks who are forced to come with fried-chicken loving friends and significant others. The owner said he understands that it might be something they can do on the side if someone asks for it, since the franchise requires that the menu only lists certain things. 

One thing they are doing is having more summer cold drinks coming, in addition to what's on the menu, which is great. I'm told there will be the ability to adjust your sugar levels with those. 

So rest assured, my fellow veggie-philes, I've forged the way and trailblazed a path forward for us...in a fried chicken joint. 

Although I imagine the way they meant for this place to work is that people will stop in for the delicious fried chicken and head out, like grabbing a snack instead of a sit-down meal.",2018-11-28 21:55:19
1761,edqQC-puWOF-i3FPk1TihA,on9xzoQsI_mmkSw6Q7zvEA,083EkP5QPXRzsjQlHRP9NQ,3.0,1,0,0,"The only thing above average about this place are the Prices. Most of there Pies will run about $30 or a bit more. 

We ordered one of there Sicilian Pies, it was large and did feed my girlfriend and I for a few days but the the pizza was nothing to Rave about. 

Hot Lips is known for using local ingredients, which I think is great, i just with it made the pizza taste better. 

I would gladly eat here again, as long as I am not the one taking on the cost.",2008-07-28 18:18:54
1762,lb760l7GRydmoJnh7M5qbA,j4WtQXhGpJP5fDwOYBBhnA,FfBb8LED4sZptpKQnp8ODQ,1.0,2,0,0,"I feel like Baja Fresh has really gone down hill in the past few months. I'm not sure if it is just this location, or the chain as a whole. 
About a month ago, my wife, daughter and I visited and I got the tortilla soup. It was literally like warm broth and raw onions with a few bits of chicken. I thought maybe they are just really busy tonight.
This evening, we visited and my wife got the tostada salad and I got the chicken quesadilla. The guac that was so spicy, it burned both of our lips and our 1 year old daughters mouth? I have never have guacamole so spicy. My wife ended up returning her salad and not eating and my lips still burn, 3 hours later. 
The quesadilla was good but not with the guac on it. I hope it is just this location and not the company as a whole, because I feel it is a great place to eat, otherwise",2016-03-13 05:07:35
1763,NOV-__WgPtisJPw0bDlMYw,jrC7WlFfi2YWT0rnULqCNA,aoH2NWs312ES--8bJTDJEw,1.0,0,0,0,"This McD's has a great (although somewhat small) play space...and seems to have some interesting kids events.  However the Super rude staff and manager make it not worth the trip to kill some time with the kids. They failed to honor the deals from the Mcd's app...Super irritating!  compounded by the dismissive and condescending behavior displayed by the ""manager"" that came out to ""help"".  Why market the deals on the app of not all the franchises will honor them?  Two thumbs down!!",2019-03-03 18:14:26
1764,vS-VqrKVEcJYaeGb3o73vw,tD5zL_NdUEOG6JVL5ZWlqQ,_dx-TZFpEiHBHVuB8m1_gg,5.0,8,4,1,"I try my darndest to eat at independently-owned restaurants and always felt a tinge of guilt going to Chipotle once a week. I can relax now. While McDonald's was once the primary investor in this franchise, they are no more! As of 2006, Chipotle is back to being company-owned (as are Donato's Pizza and Boston Market). So, I can now get my massive burrito fix guilt-free! 

With that said, once you have the good fortune of living near a Chipotle Mexican Grill, it's really hard to live somewhere you can't get your hands on one of their big fat burritos! It may not be the most authentic Mexican food around, but the meat and produce is as fresh as it comes. hence their motto: ""Food with integrity."" 

From the start, the company's philosophy has been to deal with local growers and use unprocessed, seasonal, family-farmed, sustainable, nutritious, naturally raised, added hormone free and organic products when possible. This really shines through in the final product and flavors, which is why Chipotle remains uber-successful. 

The Kingsdale location is quite often overrun with high-school students, but don't let the long lines scare you away. The assembly-line service is usually very quick. Most patrons are pro's at the protocol of ordering. 

The menu is limited to a variety of burritos, tacos and burrito bowls- but you can have your toppings a thousand different ways. Just place your order at the counter and the line of servers will custom build a burrito to your specifications. Just pick your protein then walk them through the toppings, which include all the usual suspects: rice, beans, guacamole, sour cream, cheese and grilled fajita vegetables. Three types of salsa are available and each one is different and delicious. 

Most of my friends go straight for ""five pound"" burrito, because they love everything stuffed into its overflowing shell, but the burrito BOWL is my favorite. The meat and veg are served in a bowl without the tortilla shell. Perfect for anyone watching their carb-intake. (Do people still do that?). Trust me. Shell or no shell, you'll get your $6 worth! 

The soda fountain is serve yourself and this particular location offers a few different Mexican beers and bottled margaritas. There are a few tables outside, albeit overlooking the Kingsdale parking lot. 

Chipotle is great for that quick meal on the fly and this location is clean, relatively spacious and the servers have all seemed very friendly. A great alternative to other fast foo.",2008-11-24 14:51:43
1765,dr1nrcV2sVetwWbHKNdj2A,JozaD0E6fVMFnWL7DTaTCw,083EkP5QPXRzsjQlHRP9NQ,4.0,0,0,0,"I'm a fan of Hot Lips. I went in here on a Friday night, after getting in from the airport and checking into my hotel. This was one of the few places nearby that was open for dinner and had good reviews.

The place was a little on the dirty side. Not like homeless people and filth, like restaurant where the tables are not wiped or the floors swept quite often enough. As this was my first experience in Portland, I thought the staff looked and dressed a bit. . . odd. Not in an off-putting way; after all, I live in the hipster capital of Chicago. But over the course of the weekend I came to realize everyone in Portland looked like that. They were friendly.

I started with a slice and a blackberry soda. The pizza was something with sausage and feta cheese and some other stuff. It was yummy! And the soda was delicious. They sell their various fruit sodas by the bottle. If I had realized there was a fridge in my hotel room at that point, I would have bought several to enjoy over the weekend. I was still hungry so I got another slice, this one vegetarian with garlic, mushrooms and potatoes (yes, potatoes). There was maybe just a tiny touch too much garlic, but overall it was surprisingly good! Potatoes on pizza.  . who knew?

This is a pizza-by-the-slice place, and they have wine and beer. I imagine you can get a full pizza if you're willing to wait, but I didn't see anyone order one.",2009-02-24 22:38:48
1766,lZ8CA4b4VExOPh07_Lh89w,4sW7-Soq6d1cSZ5xhWyeKQ,udrEp86-LusAEX_od06rog,4.0,0,0,0,"After my ordinary pick up in the mom taxi, I decided to take the bambino for an after school snack. Came across this seemingly, newly renovated Wendy's and pulled into the vacant drive thru.  

Me:  ""HI!""
Wendy: *silence*
Me: ""Hellllooo?""
Wendy:  ""How can I hel'yoo?"" 
Me:  ""Are the kids meals $1.99 today?""
Wendy:  ""After 4pm."" 
Me: *glancing at my clock reading 3:57pm* ""Do I have to wait three minutes?""
Wendy:  "" One kids meal, okay, what else?"" 
Me: ""That is all, Thank you""
Wendy:  ""Please dri' up""
Me: *now glancing at the screen that is clearly incorrect because I'm being charged $3.59 for a kids meal* ""Do I have to wait til 4pm?""
Wendy: *silence*.  .  *price on screen changes to $1.99*
Me: *pulls up to window*
Wendy then disappears and and older man appears and hands me my drink in slow motion, proceeded by the bag'o food. 

Food is hot, fresh and fries are too. My only complaint is that it is now 8PM and I realize that I the older man didn't give me back my debit card or a reciept. Kudos to the manager that promised to ""keep my card safe"" until I come back pick it up tomorrow (per our phone conversation a few minutes ago.)  Maybe when I go back tomorrow, I'll order more food and do an update? To be continued. . .",2018-10-12 03:28:24
1767,VzJkDdtvaICmIGEgxaZBxQ,TE7u1efCF_amQZax5cJ2Ew,741SMgw6IZUEuQOCqzcSfg,5.0,0,0,0,"Great option for a quick authentic japanese fast food meal.  No frills, low prices, and fast service.  The butamayo and ebiten bowl are my top choices.  Perfect option for take out after a long day's work where you don't have the time or energy for a sit down meal.",2017-07-08 03:24:16
1768,nzV0mlJ9HhxKkOdwZ8v4Yg,5AIu9eCUJjwkZkNUGpqVrA,_dx-TZFpEiHBHVuB8m1_gg,5.0,4,0,3,"Well, how can you rate Chipotle any lower? It is addictive. The portions are huge. The chicken is off the hook. And if I could rate every Chipotle in the world I would. The service is fairly fast and there's always ample seating, including outdoor seats. Great spot for lunch if you go to UAHS. All I remember is they had a Chipotle-eating contest where if you finished 4 burritos, you got a free shirt or free burritos. One kid ate until he threw up!",2010-07-02 02:11:20
1769,CQ22hCLCJluLWlLSn_dHUA,FUqpYcc7y66VnO4Gd4m-MQ,ayd_7BvGEaTdYIIKbiG4LA,5.0,0,0,0,Great customer service. Jorge very helpful with my order.  My chicken wrap was very good and the perfect. Thank you!!!,2017-12-28 20:34:38
1770,zScFVUtampZFDILwFz1BMw,AgyoAYsaOLww6GN-5uZomw,mVkleKlvkNyhiK794Numxw,1.0,0,1,0,"This Wendy's is disgusting, there was mold everywhere. The salt was wet from the moisture inside and the ceilings have water stains all over the place. I hope they can resolve this issue.",2018-08-31 15:17:45
1771,HW9QXusTS958Yjwl5oP8RA,6tlC85J2zsHpnrtHp3qX6Q,5JT7wa6_RtDTIAu_cA4XPA,2.0,2,0,2,"Obviously not managed very well to run out of key inventory and very green staff. Lines should not be five to six deep for simple coffee orders. Not very fresh drinks once we did receive, will explore other locations.",2019-03-12 07:46:04
1772,s01LrW9joT_a5_MBn88f_Q,cGT0NwwdfcnBybHju8IkQw,741SMgw6IZUEuQOCqzcSfg,4.0,0,0,0,"This place was on my list of bookmarks as I checked out of the hotel nearby. Asked if they could substitute my chicken teriyaki for Karaage in their mega bowl. Teriyaki sauce is usually . They didn't, so I bought the Karaage separately, because I really love Karaage (and dislike) teriyaki that much.

I used to live in a town with a # of sukita locations. I miss that. I stayed for lunch here because the entire staff actually speaks Japanese. As for the bowl itself, I was right about my reservations regarding the teriyaki chicken. A Karaage/onsen Tamago version of the mega bowl would have been perfect. As for the tempura in the mega bowl, its deep fried and then broiled, so it's both Oishii and crunchy.",2018-08-02 23:13:50
1773,y0eR0YTB6WEJuBm7zAF08Q,aVFFkyT3lK8wAB3mDK3udw,gZh5eXZNngigUfsL_GJYoA,5.0,0,0,0,"This review is long overdue. Being from California, I am a huge fan of any Mexican food or simply anything that can be wrapped or stuffed into a tortilla. When I first arrived in Wellesley, I was underwhelmed by the selection of Mexican joints. Sure, there was Anna's and Chipotle but I didn't like the taste or their selection of salsas/sauces.

Then, I found Qdoba off of Linden Street. Not only is this bad boy located in a great location (next to Bank of America, across from a great Roche Bros/CVS/Starbucks), the traffic here indicates how much the locals and college students love this joint.

The food is always fresh. You see them prepare it. They customize your every order just how you want it. They always ask the same questions (unless you are a regular then they ""know"" which is always great) to make sure they didn't leave anything out. The people that prepare the food have been there for years and are awesome.

In terms of traffic, try to avoid the lunch and dinner traffic because the line can back up all the way to the door. You'd think most people would leave but they don't. You can't leave when you know that 650 calorie burrito of deliciousness waiting for you (yeah, I love Mexican food). Besides the quality of food, low price, and excellent service, the thing that tops it off is the Cholula sauce. Last time I checked, neither Anna's nor Chipotle had it (nor will I ever need to check).

By the way, I've seen a noticeable improvement in the quality of food and management. This location used to be a franchise (pre-2010). Now, it is owned by corporate so it seems to have implemented a few quality control measures.",2011-01-29 06:03:26
1774,bWvcE7IRk1_v0E8SPdCaCA,vihQYH2B6FDA1CsK3Ads8Q,Mbu5-db7S3_Fy9FOFqCf5g,5.0,3,0,3,"This visit was quite the pleasant surprise! 

I do not indulge in fast food frequently (say that 5x fast!) and am even less apt to be excited when I do. Call me spoiled - it is what it is. This particular visit is one that breaks the mold - just maybe, it's Chic-Fil-A that breaks the mold!

My buddy and I circled the parking lot a couple of times before we got a spot - maybe this was a clue to their awesomeness but it was also lunch hour, so....who knew. We get inside - order - sit - eat.

The food was tasty - I had chicken strips and a bottle of water with some dipping sauce (not big on fries). Here comes the surprise - an employee comes over, asks us how everything goes was - OFFERS A FREE HOT OR ICED COFFEE (which I didn't have), takes our trash and then gives us a mint! 

Say what? What just happened here?A fast food chain that gives a shit about the customer experience?!!! GOOD JOB!",2015-02-28 20:37:52
1775,yut_2LpZNEGseaqfhajZpQ,7-yQOrRrgIqJCc_hXc2ybQ,Qgw9mjwjUNprbMhkR_OsvQ,4.0,0,0,0,"Loveeeee New York Pizza, and not just for that late night drunk craving.  You get huge slices for cheap and its much better than BHOP.  

I've had their fries and chicken tenders which also rock and friends love their Buff Chick tenders and pizza, but I can't personally comment because I am not a big fan of spicy foods.  

Yes, late night there are MANY college students and some local Roxburians but it makes for a great late night stop when not much else is open.",2011-03-10 18:39:16
1776,TmGCOzYyRHoQ2EzEukGg5g,0CSGkTNpvLS_sTZt4ExqXg,pVJfXUOnJcNchRlnldfSzw,3.0,0,0,0,"This seems like a New England chain, as vie only seen them in Boston. I'm from Texas and went in out of morbid curiosity. It tasted just about right - like a bland burrito. Better than Chipotle..but if you're ever down south, visit FreeBirds. Great stuff!",2010-11-10 02:37:02
1777,SJ6jCHnLzYmyJlk5OICrVw,kcThQucl3cays8_AlOGaow,9cllQ9xtYdR9shzOGPKsKg,1.0,0,0,0,Every time we order to go from here it is NEVER ready when we get there. What's the point in ordering and paying online if it's no quicker than walking in and ordering?,2018-03-12 00:35:46
1778,zC0bRj8D3EIOHTKKwNDWxQ,GCug8YrtUri4CM--Sh86ew,JS27cd6iOZ0Bmtg9VBIIhw,4.0,0,0,0,"Sweet another Taiwanese bento restaurant in a great location serving the staple Taiwanese deep fried chicken. It's located on the right side of Hmart when facing the shopping center towards Miss Gogi, the coordinates map you to the other side by Shoya.

This is the first time I've heard of this franchise but so far it's been positive from the two times I've gone so far. For 10$ you get a sizeable deep fried chicken with no bones juicy white breast and nice crispy fried layer. Underneath there is minced pork on rice and comes with miso soup, broccoli, pickled daikon radish, and seaweed. Inside is small but big enough for a small to medium sized parties. Don't expect to bring large gatherings here. The service is very quick and the food is great so what're you waiting for?",2018-12-06 15:30:57
1779,mOoFeix0UVmpDPW2LuA30w,pbzeNgmK2qPhkZQ-M-7iCQ,npuvee4nvr0Pw7iNQxUzGg,2.0,0,0,0,"Well I would love to give it more stars as the food was good and the service was good. But....  You have to take care of your restrooms.  I walked in and went to restroom to find it dirty. The mirror was gone. 
Then at the counter the staff saw a family heading to bathroom and faintly tried to tell them a key was needed. Now when I went a couple minutes earlier it was open. And no where is there a sign that you need a key. Pretty poor set up.",2015-01-31 01:36:32
1780,itUMlxjIG9IvFCMZ_kVq1w,QITEBbRYnw_hFDfRGqX3ew,083EkP5QPXRzsjQlHRP9NQ,5.0,1,1,2,"OMG Love their thin crust pizza! On a freezing cold day it's so nice to walk in and get a slice! Be sure to get their breadsticks as well, they'll slice it in two so you could definitely share with a friend!

Hot Lips also makes their own soda as well in strawberry, blueberry and several other flavors as well. And no, it's not overly sweet like some homebrews can get.

If you're feeing creative or are having a party, you can take home their dough and make your own pizza at home!",2011-03-11 19:25:16
1781,JG0SzjlSdmHAecmLILIltA,vj49DkWbkVCQVCpAKGYPNQ,1DqH1jYITwUvlVut_YBApg,2.0,0,0,0,Went back again today only because of the food. The employee behind the counter gave me and my wife and attitude about are order. If you don't like your job get a new one. Food is still great and wait was better,2016-08-24 18:50:58
1782,INJcmdcJk88usFxtaqVjLg,eZfpfQtFUyf9cTn50hyvjg,FiLId-IXrwzmpLfJ7rVj4w,1.0,0,0,0,Horrible experience. Should have read reviews. Ordered sandwich. Not offered combo. I ask d if they had. She said yess. And charged me. Gave me cup. Did not say where chips were. Sandwich done and no tray bag or napkins. Using tissues from my purse. After seeing reviews management should be improved. Need to get corporate involved. Take away this franchise. Wish I had gone to village burger,2018-02-20 21:33:25
1783,87saVIdAn1BFeTUPSZMdKg,IxYUEbcnMVmFbll54GVphg,L4Hr0C6mulgQoY_1zqw84w,3.0,2,2,2,Pretty good Chicago dog...they serve beer.  That's okay with me.,2011-08-28 22:13:27
1784,uKw-WQC4zpW3qcdMACToTQ,3yj4Wti1_QpN2y3mQVXtjw,uCZPWQ2OYNLvmMm23cUx1Q,4.0,1,0,1,I love a good burger. And I'll take onion rings over fries any day.  The burger was hot a juicy.  Fresh veggies and hit crisp onion rings.  Bacon double cheeseburger...  Made me feel like a real authentic fat burger fan...  I will be going back again when I'm out west next,2014-10-13 16:03:33
1785,ukBzV-2CeWeVlqTCcPvvJQ,rFxxn33wDu2UDlV3beaglg,FiLId-IXrwzmpLfJ7rVj4w,5.0,0,0,0,"This is one of my favorite Jimmy Johns! Staff is always friendly and greets me by name. Sometimes my lettuce wraps are a little loose, but other than that best jimmy johns by far!",2018-04-02 22:21:53
1786,sP4W-HCK45YC9WDkIEgMxA,_m8RqLZsF3wAJax9u4V7-g,XQfbBjF091B2K7Rc34Kx1w,5.0,3,0,1,"What?! No one yelped this place yet?!??! Possibly the best steak and cheese I've ever had, quite possibly the only steak and cheese that ain't greasy.  Got one of my fellow officers hooked on their steak and cheese.  Their steak bomb calzone is good too. Great service, great food!",2013-07-12 02:26:22
1787,LP9vka9sc3fTHxElCj0CCg,gJDZv6v9KQU3_HJ5ItO-tQ,UU1VB0-TdLLQzR0_DGLQ1g,4.0,1,0,1,"I finally scouted out a Qdoba after getting rave reviews from 3 separate sources. And it's definitely good. Better than Taco Del Mar (I was a big fan) or Chipotle (I tried to love Chipotle, but even after 3 attempts, just too salty!).  The flour tortillas are very soft and the ingredients are well-seasoned and very juicy. I love the chicken burritos; I order one and split it in half for lunch the next day. I wish there was a Qdoba close to my house, but that could be trouble...",2008-03-23 04:06:20
1788,LTSAH_lpAR5f6uXPa3xwtw,XFv4EJsKx9ZKfB7G4V_5pw,XQfbBjF091B2K7Rc34Kx1w,5.0,0,0,0,"Great pizza, super fast and everyone is really kind--I couldn't ask for more in a local pizza place. 

They do have a huge menu but I've not explored it too much.",2019-01-20 21:17:44
1789,gEDXv_62aYAkoUQFjnOnZw,ukCAVNbolx0_gaAkDYZnEA,TrozuhumDbc4yY2kib3VcQ,3.0,5,4,4,"Everything here is more or less $1 more than every other Subway in the area (even the much frequented one in the Theater District). Okay, I get it, you're by Fenway Park.. but c'monnn. On the flipside, it makes the $5 foot long an even better deal than it usually is (otherwise you save like 20 cents if you're getting the veggie delite), so ask them to wrap that other half and eat it for dinner!  

A couple quirks about this Subway.. about every other time I've come in.. they've run out of something. Not something I ever want since I usually get the veggie sandwich and they'd have to run out of vegetables to eff that up, but there's usually one thing missing (certain chicken styles or meat cuts). Their chip selection is gross (IE - most of the time it's just Fritos) which I kind of find unacceptable considering their push for the ""fit"" meal that includes baked chips for adults AND kids. Service during the weekdays is as fast as it can be with two sandwich makers who are also ringing up orders. I give them props for handling the lines.. but hey management.. throw them a bone! I mean you ARE charging more than the other Subways in the area. Other quirks worth mentioning include: being overcharged for the meals (hey 20-50 cent overcharges adds up over time.. think about the economy!) and the soda pumps being hooked up incorrectly (as in.. if it tastes like coke.. even if it's coming out of a diet coke pump.. it's probably coke). 

This place usually isn't a clusterf*ck when I go... like all these things don't happen at once.. but something always happens. Then again.. could just be me and my Eeyore like rain cloud that occasionally follows me to restaurants. 

This place is bright and relatively clean. Like I said.. there are two workers most of the time but people usually clean up after themselves. The sitting area is spacious.. this Subway is probably the biggest I've been to around Boston. There's even a bathroom, but I haven't used it yet (nor will I ever considering the other things they skimp on.. hint).",2008-10-21 13:40:49
1790,dBs3RS9VDLw-9bFmhCHC0g,SIOOdqqHNac8GFa_b_TR-w,uCZPWQ2OYNLvmMm23cUx1Q,3.0,1,0,0,"Far better than MacDonalds et al, but not quite restaurant quality.   When you are by yourself and need a burger.  Limited seating.   Good service.",2012-12-03 02:57:24
1791,QTpMxpjE_tt7Ghqh9p1mDw,bZPvBI5K6q7jz6rJ6u0Ydw,UU1VB0-TdLLQzR0_DGLQ1g,3.0,1,0,0,"Small burritos with a high price.

I moved from San Francisco and in San Bruno there was a great place called El Faro.  Their burritos were huge, at a great price and were made by some ladies that could craft a mean burrito.  I miss El Faro.",2007-11-15 19:45:36
1792,BiUGPMoJWr6olP6khuL2wQ,1JqsWCKDCCeJIXy9CBz2Zg,SL57cOPVnizgoe4qdzll3Q,5.0,0,0,0,"Great selection of quality ingredients. Service was quick and friendly, and the prices are all very reasonable. It was my first meal there, and I will definitely be back to try other selections. Overall a pleasant dining experience with decent food. On top of all this it's close to home.",2016-10-23 19:01:00
1793,bZxOj4gjnOYXIMyvOQlhoA,YdzzdI36A1tiMdzmzOvjdg,gZh5eXZNngigUfsL_GJYoA,4.0,0,0,0,"Solid. You know what you'll get, and the line moves quickly. Most of the meats are a little spicy, so my husband opts for the least-spicy chicken. I've had all of the other meats, and steak is my favorite. Burrito bowls are a great, smaller (sans wrap) option if their burritos are too big for you. Quesadillas are also good!",2017-12-16 18:31:10
1794,6PXLucPY6PM717fCbmoZsg,La6Bxn5f8jpmj_KVmjyCZg,083EkP5QPXRzsjQlHRP9NQ,5.0,3,4,3,"I must warn you that Hot Lips has absolutely ruined my pizza eating experience. Nothing else compares, and sadly it is 200 miles away from me. 

Hot Lips, I'm begging you, Stumptown moved to Seattle, and people LOVE it. Look on Yelp, it is quite a success here!

You could be the next transplant, and I could help you. I promise to eat at you at least three days a week. I promise to rave about you to my friends (more than I already do). I promise never to eat at any of the other pizza places in Seattle.",2009-02-01 21:53:17
1795,Epiuu01yAKtdlRh-rv5wsw,YtCj_QxPKfAGKaeFd5IceA,JS27cd6iOZ0Bmtg9VBIIhw,4.0,0,0,0,"Notice the new restaurant that was open , have to give a try, seems like a to go place more than a dine in restaurant, flavor was decent nothing to gush about, Order the 3 combo meal, which came out to 11.76, Kind of pricey for the amount of food you get, I will give this place a 7 out of 10.",2018-11-25 23:26:44
1796,mjytUbGKlBooyIDes1X-Dw,wkrFqNxwTEEkG3mJV88Izw,UU1VB0-TdLLQzR0_DGLQ1g,3.0,3,1,2,"The big question is, 

Who was first, Chipotle Bol or Qdoba Naked Burrito which is exactly like Chipotle Bol.

I love Bols so I figured I would love the nakedness of Qdoba. It was ok. The bol tasted better in my opinion. Price was about the same except Qdoba guacamole was only $0.89. 

I guess with love there's always a price that you need to pay. For the love of Bol, I rather pay $1.20 for the extra guac.

If you don't care for either Bol or Naked burrito, I guess it doesn't really matter where you want to go. They are about the same...",2008-07-29 05:21:48
1797,GfiXHyFIMl_tm1u6RfnJ_Q,XUStN1liiSUcU14-NSV72g,1DqH1jYITwUvlVut_YBApg,4.0,1,0,0,"First time to Chipotle today, all I can say is WOW! So good! Had the steak tacos, very fresh and great tasting. Good service despite being busy. Definitely recommend Chipotle!",2014-07-27 03:32:14
1798,Vp0LK7fm97r-IWYC00zYOw,Xwnf20FKuikiHcSpcEbpKQ,s-ciPczKx4EV4II8OT3gsQ,3.0,0,0,0,"A fan of this location whenever i'm in the area & dropping by Safeway, or in the mood of a Peanut Buster Parfait, which is a winner in most ppl's books.  So nice to just walk over in this gigantic plaza.

but it can be cramped as it's not as big as others, more of a medium store, esp. during the summer.

With its stand-alone store, plenty of parking.",2013-01-19 10:40:33
1799,WDSV__sjvXaLhJBrBvk_MQ,TQW9OTR-kO0cLqVBkU0Jww,v-OEtDOpGWvleZ3U0VoqBw,1.0,3,2,0,"I'll admit that I frequent the drive thru of this establishment to get $1.00 iced coffee which is almost always worth it. I NEVER have a meal there but read some good press on their new Signature sandwiches. Against better judgement I decided to give one a try. I ordered the Pico Guacamole grilled chicken on an artisan bun. When I received my order (luke warm fries and all,I mean if they are not piping hot why even bother) I opened my sandwich and it was clearly something different from what I ordered. It had fried onion and BBQ sauce. I brought it back up and they looked at the slip and said it was Pico Guac. I told them to look at the sandwich and they then realized I was right. I watched as three woman in the back went back in forth with different ingredients yelling in Spanish attempting to make me the correct sandwich. When it was done the manager(?) asked me to look at it to see if it was right! Don't they even know what goes on their own sandwich creations? I always though McDonald's had extensive training programs for just this stuff. As if this was not bad enough the two woman that had helped me were completely rude. By the time my sandwich was ready my fries were now stone cold and I would have thought they would have automatically replaced them with fresh, hot fries. No such luck, or customer service I should say. I had to ask her for new ones and she was less than happy to do that for me. She practically threw the ketchup at me. Oh and did I mention my shoes stuck to the floor when I was getting my beverage? 
Dirty restaurant with VERY rude employees.",2017-09-08 18:58:40
1800,1jDziCfyEDjqUSZuQwUvAQ,fnkjdhvRC20zWUjB-fwMvA,741SMgw6IZUEuQOCqzcSfg,4.0,1,1,1,"Tasty and consistent food; polite, friendly staff; quick service; free water; and a clean washroom.  Also, free wifi from Starbucks next door!",2016-04-10 23:41:02
1801,5n27BYGqZdP8TYcDt7ob4g,_YYhtRRzV-DKXbwz7m9yKw,npuvee4nvr0Pw7iNQxUzGg,4.0,1,0,0,this subway always makes my sandwich just great. I mean not sure if the toaster works better than other subway's but it's just right. Other than that this is a regular subway. The staff is always friendly.,2012-11-29 02:16:19
